,Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Focal Depth (km),Deposits,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Damage ($Mil),Damage Description
1303,1990,4,5,4.0,1.0,7.5,11.0,0,USA TERRITORY,MP,81.0,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34,-1.0,1.0,0,1.0,0.0,1.0
1304,1990,6,20,3.0,3.0,7.3,19.0,0,IRAN,NA,40.0,CASPIAN SEA,36.957,49.409,2.0,6,0.8,1.0,0,1.0,0.0,1.0
1305,1990,9,23,4.0,1.0,6.5,10.0,0,JAPAN,NA,85.0,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,4,0.8,1.0,0,1.0,0.0,1.0
1306,1990,12,13,4.0,1.0,5.3,11.0,0,ITALY,NA,50.0,EASTERN SICILY,37.3,15.438,0.1,1,0.8,1.0,0,1.0,0.0,1.0
1307,1990,12,13,4.0,1.0,6.3,10.0,0,TAIWAN,NA,84.0,TAIWAN,23.722,121.627,0.04,2,0.8,1.0,0,1.0,0.0,1.0
1308,1991,2,9,4.0,1.0,6.9,10.0,0,SOLOMON ISLANDS,NA,82.0,SOLOMON ISLANDS,-9.929,159.139,0.02,1,-3.3,1.0,0,1.0,0.0,1.0
1309,1991,2,16,4.0,1.0,5.7,39.0,0,RUSSIA,NA,86.0,N. KURIL ISLANDS,48.268,154.328,0.1,1,-3.3,1.0,0,1.0,0.0,1.0
1310,1991,2,21,4.0,1.0,6.7,20.0,0,USA,AK,87.0,"BERING SEA, AK",58.427,-175.45,0.15,2,-1.7,1.0,0,1.0,0.0,1.0
1311,1991,4,22,4.0,1.0,7.6,10.0,0,COSTA RICA,NA,74.0,"LIMON, PANDORA",9.685,-83.073,3.0,43,1.0,1.0,3,1.0,0.0,1.0
1312,1991,10,14,4.0,1.0,7.2,23.0,0,SOLOMON ISLANDS,NA,82.0,SOLOMON ISLANDS,-9.094,158.442,0.15,2,-3.3,-2.5,0,1.0,0.0,1.0
1313,1991,11,0,3.0,8.0,7.1,29.0,0,CHINA,NA,84.0,AOSHAN,29.95,122.14,3.0,0,0.8,1.0,0,1.0,0.0,1.0
1314,1992,1,5,4.0,3.0,3.7,29.0,0,CHINA,NA,84.0,SOUTH CHINA SEA,18.0,108.0,0.8,5,-0.3,1.0,0,1.0,0.0,1.0
1315,1992,4,25,4.0,1.0,7.2,15.0,0,USA,CA,88.0,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,14,0.8,0.5,0,1.0,0.0,1.0
1316,1992,5,17,4.0,1.0,7.3,33.0,1,PHILIPPINES,NA,84.0,PHILIPPINES,7.191,126.762,6.0,3,0.8,1.0,0,1.0,0.0,1.0
1317,1992,5,27,4.0,1.0,7.1,19.0,0,SOLOMON ISLANDS,NA,82.0,SANTA CRUZ ISLANDS,-11.122,165.239,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1318,1992,7,3,2.0,9.0,7.1,29.0,0,USA,FL,75.0,"DAYTONA BEACH, FL",45.630174999999994,-124.38171099726776,3.0,4,0.8,1.0,0,1.0,0.0,1.0
1319,1992,7,18,4.0,1.0,7.0,29.0,0,JAPAN,NA,85.0,HONSHU ISLAND,39.419,143.33,0.3,4,-2.3,-0.5,0,1.0,0.0,1.0
1320,1992,9,2,4.0,1.0,7.6,30.0,8,NICARAGUA,NA,88.0,NICARAGUA,11.5,-87.609,9.9,83,3.3,2.8,170,3.0,30.0,4.0
1321,1992,12,12,4.0,3.0,7.8,28.0,9,INDONESIA,NA,60.0,FLORES SEA,-8.48,121.896,26.2,111,4.7,2.7,1169,4.0,100.0,4.0
1322,1993,2,7,4.0,1.0,6.3,11.0,0,JAPAN,NA,85.0,HONSHU ISLAND,37.634,137.245,0.5,1,-1.0,-0.5,0,1.0,0.0,1.0
1323,1993,3,12,3.0,1.0,6.4,10.0,0,WALLIS AND FUTUNA (FRENCH TERRITORY),NA,81.0,FUTUNA,-14.385,-178.252,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1324,1993,6,8,4.0,1.0,7.5,71.0,0,RUSSIA,NA,86.0,KAMCHATKA,51.218,157.829,0.1,6,-1.0,-0.5,0,1.0,0.0,1.0
1325,1993,7,12,4.0,1.0,7.7,17.0,19,JAPAN,NA,85.0,SEA OF JAPAN,42.851,139.197,32.0,196,5.0,3.1,208,3.0,1207.0,4.0
1326,1993,8,7,4.0,1.0,6.3,13.0,0,JAPAN,NA,85.0,JAPAN,41.985,139.839,0.16,1,0.8,1.0,0,1.0,0.0,1.0
1327,1993,8,8,4.0,1.0,7.8,59.0,0,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,48,-1.0,1.0,0,1.0,0.0,1.0
1328,1993,11,13,4.0,1.0,7.0,34.0,0,RUSSIA,NA,86.0,KAMCHATKA,51.934,158.647,0.05,1,-3.3,-3.0,0,1.0,0.0,1.0
1329,1994,1,17,3.0,1.0,6.7,18.0,0,USA,NA,88.0,"WEST COAST, USA",34.213,-118.537,0.1,0,-3.3,-3.0,0,1.0,0.0,1.0
1330,1994,1,21,4.0,1.0,7.0,20.0,0,INDONESIA,NA,83.0,HALMAHERA,1.015,127.733,2.0,3,1.0,1.5,0,1.0,0.0,1.0
1331,1994,4,8,4.0,1.0,6.4,13.0,0,JAPAN,NA,85.0,HOKKAIDO ISLAND,40.608,143.683,0.11,3,-2.3,-1.5,0,1.0,0.0,1.0
1332,1994,4,28,4.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,WESTERN NORWAY,61.267,6.583,4.0,1,0.8,4.0,0,1.0,0.0,1.0
1333,1994,6,2,4.0,1.0,7.8,18.0,5,INDONESIA,NA,60.0,SOUTH OF JAVA,-10.477,112.835,13.9,74,3.7,2.5,238,3.0,2.2,2.0
1334,1994,6,3,4.0,1.0,6.6,26.0,0,INDONESIA,NA,60.0,SOUTH OF JAVA,-10.362,112.892,3.7,1,0.8,1.0,0,1.0,0.0,1.0
1335,1994,6,4,2.0,1.0,6.5,11.0,0,INDONESIA,NA,60.0,SOUTH OF JAVA,-10.777,113.366,1.0,0,0.8,1.0,0,1.0,0.0,1.0
1336,1994,6,5,4.0,1.0,6.1,17.0,0,INDONESIA,NA,60.0,SOUTH OF JAVA,-10.341,113.369,3.0,1,0.8,1.0,0,1.0,0.0,1.0
1337,1994,9,1,4.0,1.0,7.0,10.0,0,USA,CA,88.0,N. CALIFORNIA,40.402,-125.68,0.07,1,-3.3,-3.0,0,1.0,0.0,1.0
1338,1994,9,16,4.0,1.0,6.7,13.0,0,TAIWAN,NA,84.0,TAIWAN STRAIT,22.528,118.711,0.24,3,0.8,1.0,0,1.0,0.0,1.0
1339,1994,9,19,4.0,6.0,7.1,29.0,0,PAPUA NEW GUINEA,NA,82.0,PAPUA NEW GUINEA,-4.238,152.214,3.0,3,1.2,1.0,0,1.0,0.0,1.0
1340,1994,10,4,4.0,1.0,8.3,14.0,2,RUSSIA,NA,86.0,S. KURIL ISLANDS,43.773,147.321,10.4,118,2.3,2.6,0,1.0,0.0,1.0
1341,1994,10,8,4.0,1.0,6.8,17.0,0,INDONESIA,NA,83.0,HALMAHERA,-1.258,127.98,3.0,1,1.6,1.5,1,1.0,0.0,2.0
1342,1994,10,9,4.0,1.0,7.3,33.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,43.905,147.916,0.2,2,-3.3,-3.0,0,1.0,0.0,1.0
1343,1994,11,4,4.0,8.0,7.1,29.0,0,USA,AK,87.0,"SKAGWAY, AK",59.5,-135.3,9.0,2,3.5,2.5,1,1.0,25.0,4.0
1344,1994,11,14,4.0,1.0,7.1,32.0,3,PHILIPPINES,NA,84.0,PHILIPPINE ISLANDS,13.525,121.067,7.3,56,2.9,2.1,81,2.0,3.7,2.0
1345,1994,12,28,4.0,1.0,7.8,27.0,0,JAPAN,NA,85.0,"TOHUKU, JAPAN",40.525,143.419,0.53,13,0.8,1.0,0,1.0,0.0,1.0
1346,1994,0,0,3.0,8.0,7.1,29.0,0,RUSSIA,NA,40.0,KERCH STRAIT,45.22,36.72,0.5,0,0.8,1.0,0,1.0,0.0,1.0
1347,1995,1,16,4.0,1.0,6.9,17.0,0,JAPAN,NA,85.0,"KOBE, JAPAN",34.59,135.069,0.34,2,-2.3,-2.0,0,1.0,0.0,1.0
1348,1995,4,7,4.0,1.0,7.4,21.0,0,SAMOA,NA,81.0,SAMOA ISLANDS,-15.199,-173.529,0.09,2,-1.7,-1.5,0,1.0,0.0,1.0
1349,1995,4,21,4.0,1.0,7.2,21.0,0,PHILIPPINES,NA,84.0,SAMAR ISLAND,12.059,125.58,0.2,1,-3.3,-2.0,0,1.0,0.0,1.0
1350,1995,4,21,4.0,1.0,6.8,23.0,0,PHILIPPINES,NA,84.0,SAMAR ISLAND,12.047,125.92,0.2,0,-2.3,-2.0,0,1.0,0.0,1.0
1351,1995,5,14,4.0,3.0,6.9,13.0,0,INDONESIA,NA,60.0,TIMOR SEA,-8.452,125.049,4.0,2,2.0,1.5,11,1.0,0.0,1.0
1352,1995,5,16,4.0,1.0,7.7,20.0,0,NEW CALEDONIA,NA,82.0,LOYALTY ISLANDS,-23.008,169.9,0.5,9,-1.3,-2.0,0,1.0,0.0,1.0
1353,1995,5,27,4.0,1.0,7.1,11.0,0,RUSSIA,NA,86.0,SAKHALIN ISLAND,52.629,142.827,0.1,2,-2.3,-2.0,0,1.0,0.0,1.0
1354,1995,6,15,4.0,3.0,6.5,14.0,1,GREECE,NA,50.0,GULF OF CORINTH: AIYION,38.401,22.283,1.0,2,-1.0,3.0,0,1.0,0.0,1.0
1355,1995,7,30,4.0,1.0,8.0,46.0,3,CHILE,NA,89.0,NORTHERN CHILE,-23.34,-70.294,3.0,91,1.6,1.5,0,1.0,0.131,1.0
1356,1995,8,16,4.0,1.0,7.7,30.0,0,PAPUA NEW GUINEA,NA,82.0,SOLOMON SEA,-5.799,154.178,0.28,2,-1.0,-1.5,0,1.0,0.0,1.0
1357,1995,9,14,3.0,1.0,7.4,23.0,0,MEXICO,NA,88.0,S. MEXICO,16.779,-98.597,0.4,1,-1.3,-1.0,0,1.0,0.0,1.0
1358,1995,10,9,4.0,1.0,8.0,33.0,1,MEXICO,NA,88.0,S. MEXICO,19.055,-104.205,11.0,34,2.3,2.5,1,1.0,0.0,1.0
1359,1995,10,18,4.0,1.0,7.1,28.0,0,JAPAN,NA,85.0,RYUKYU ISLANDS,27.929,130.175,2.59,42,0.8,1.5,0,1.0,0.0,1.0
1360,1995,10,19,4.0,3.0,6.8,20.0,0,JAPAN,NA,85.0,RYUKYU ISLANDS,28.094,130.148,1.5,16,0.6,0.5,0,1.0,0.0,1.0
1361,1995,11,1,4.0,1.0,6.7,20.0,0,CHILE,NA,89.0,NORTHERN CHILE,-28.906,-71.417,0.07,1,-3.3,-3.0,0,1.0,0.0,1.0
1362,1995,11,22,4.0,1.0,7.2,10.0,0,EGYPT,NA,30.0,GULF OF ELAT-AQABA,28.826,34.799,4.0,7,0.8,1.0,0,1.0,0.0,2.0
1363,1995,12,3,4.0,1.0,7.9,33.0,0,RUSSIA,NA,86.0,S. KURIL ISLANDS,44.663,149.3,1.1,37,0.1,0.5,0,1.0,0.0,1.0
1364,1996,1,1,4.0,1.0,7.9,24.0,0,INDONESIA,NA,83.0,SULAWESI,0.729,119.931,3.43,16,2.3,1.8,9,1.0,1.2,2.0
1365,1996,1,1,4.0,8.0,7.1,29.0,0,GREECE,NA,50.0,W. CORINTH GULF,38.367,22.083,2.0,1,0.8,2.0,0,1.0,0.0,1.0
1366,1996,1,2,4.0,6.0,7.1,29.0,2,RUSSIA,NA,86.0,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,30.0,1,0.8,1.0,0,1.0,0.0,1.0
1367,1996,2,17,4.0,1.0,8.2,33.0,1,INDONESIA,NA,83.0,IRIAN JAYA,-0.891,136.952,7.7,115,2.9,1.8,110,3.0,4.2,2.0
1368,1996,2,21,4.0,1.0,7.5,10.0,1,PERU,NA,89.0,N. PERU,-9.593,-79.587,5.04,59,2.3,1.9,12,1.0,0.0,1.0
1369,1996,2,25,4.0,1.0,7.1,21.0,0,MEXICO,NA,88.0,MEXICO,15.978,-98.07,0.1,1,-3.3,-3.0,0,1.0,0.0,1.0
1370,1996,6,10,4.0,1.0,7.9,33.0,0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,64,0.8,0.5,0,1.0,0.0,1.0
1371,1996,6,10,4.0,1.0,7.3,24.0,0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1,-3.3,-1.5,0,1.0,0.0,1.0
1372,1996,9,4,4.0,1.0,5.7,33.0,0,JAPAN,NA,85.0,HONSHU ISLAND,31.555,139.931,0.3,14,-2.3,-2.0,0,1.0,0.0,1.0
1373,1996,9,5,4.0,1.0,6.9,10.0,0,CHILE,NA,89.0,EASTER ISLAND REGION,-22.118,-113.436,0.09,2,-3.3,-2.5,0,1.0,0.0,1.0
1374,1996,9,5,4.0,1.0,6.8,20.0,0,TAIWAN,NA,84.0,TAIWAN REGION,21.898,121.498,0.11,3,0.8,1.0,0,1.0,0.0,1.0
1375,1996,10,18,4.0,1.0,6.6,10.0,0,JAPAN,NA,85.0,KYUSHU ISLAND,30.568,131.093,0.2,1,-2.3,-2.5,0,1.0,0.0,1.0
1376,1996,10,19,4.0,1.0,6.7,22.0,0,JAPAN,NA,85.0,KYUSHU ISLAND,31.885,131.468,0.55,6,0.1,0.5,0,1.0,0.0,1.0
1377,1996,11,12,4.0,1.0,7.7,33.0,0,PERU,NA,89.0,S. PERU,-14.993,-75.675,0.4,3,-1.7,-1.0,0,1.0,0.0,1.0
1378,1996,12,2,4.0,1.0,6.7,49.0,0,JAPAN,NA,85.0,SEA OF JAPAN,31.789,131.314,0.2,4,-2.3,-2.0,0,1.0,0.0,1.0
1379,1997,3,12,3.0,0.0,7.1,29.0,0,NEW CALEDONIA,NA,82.0,NEW CALEDONIA,-21.7,168.0,2.0,1,0.8,1.0,0,1.0,0.0,1.0
1380,1997,4,21,4.0,1.0,7.7,33.0,0,SOLOMON ISLANDS,NA,82.0,SANTA CRUZ IS. VANUATU,-12.584,166.676,3.0,41,-2.3,-2.0,0,1.0,0.0,1.0
1381,1997,7,9,3.0,1.0,7.0,20.0,0,VENEZUELA,NA,74.0,CARIACO-CUMANA,10.598,-63.486,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1382,1997,9,30,4.0,1.0,6.2,10.0,0,JAPAN,NA,85.0,S. OF HONSHU ISLAND,31.959,141.878,0.03,1,0.8,1.0,0,1.0,0.0,1.0
1383,1997,10,14,4.0,1.0,7.7,167.0,0,TONGA,NA,81.0,TONGA ISLANDS,-22.1,-176.77,0.1,1,0.8,1.0,0,1.0,0.0,1.0
1384,1997,12,5,4.0,1.0,7.8,33.0,0,RUSSIA,NA,86.0,KAMCHATKA,54.841,162.035,8.0,18,0.6,0.5,0,1.0,0.0,1.0
1385,1997,12,14,3.0,8.0,7.1,29.0,0,RUSSIA,NA,86.0,KAMCHATKA,54.841,162.035,8.0,1,3.0,2.0,0,1.0,0.0,1.0
1386,1997,12,26,4.0,7.0,7.1,29.0,0,MONTSERRAT,NA,74.0,WHITE RIVER VALLEY,16.72,-62.18,3.0,1,0.8,1.0,0,1.0,0.0,1.0
1387,1998,3,19,4.0,8.0,7.1,29.0,0,NORWAY,NA,73.0,WESTERN NORWAY,61.183,5.267,6.0,1,0.8,4.0,0,1.0,0.0,2.0
1388,1998,3,25,3.0,1.0,8.1,10.0,0,ANTARCTICA,NA,81.0,BALLENY ISLANDS,-62.877,149.527,0.01,0,0.8,1.0,0,1.0,0.0,1.0
1389,1998,5,3,4.0,1.0,7.5,33.0,0,TAIWAN,NA,84.0,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,15,0.8,1.0,0,1.0,0.0,1.0
1390,1998,5,30,4.0,1.0,6.2,33.0,0,JAPAN,NA,85.0,SANRIKU,39.027,143.441,0.01,0,0.8,1.0,0,1.0,0.0,1.0
1391,1998,7,17,4.0,3.0,7.0,25.0,20,PAPUA NEW GUINEA,NA,82.0,PAPUA NEW GUINEA,-2.943,142.582,15.03,93,0.8,1.0,1636,4.0,0.0,3.0
1392,1998,11,29,2.0,1.0,7.7,33.0,0,INDONESIA,NA,83.0,TALIABU ISLAND,-2.071,124.891,2.75,1,0.8,1.0,0,1.0,0.0,1.0
1393,1999,1,20,4.0,6.0,7.1,29.0,1,MONTSERRAT,NA,74.0,SOUFRIERE HILLS VOLCANO,16.722,-62.18,2.0,3,0.8,1.0,0,1.0,0.0,1.0
1394,1999,8,17,4.0,1.0,7.6,13.0,4,TURKEY,NA,50.0,"KOCAELI, TURKEY",40.76,29.97,2.52,26,0.8,1.0,155,3.0,0.0,2.0
1395,1999,9,13,4.0,8.0,7.1,29.0,1,FRENCH POLYNESIA,NA,81.0,FATU HIVA,-10.52,-138.67,8.0,9,0.8,1.0,0,1.0,0.0,1.0
1396,1999,11,26,4.0,1.0,7.5,33.0,0,VANUATU,NA,82.0,VANUATU ISLANDS,-16.423,168.214,6.6,53,0.8,1.0,5,1.0,0.0,3.0
1397,2000,4,5,4.0,3.0,5.5,38.0,0,GREECE,NA,50.0,CRETE,34.22,25.69,0.5,1,0.8,1.0,0,1.0,0.0,1.0
1398,2000,5,4,4.0,1.0,7.6,26.0,0,INDONESIA,NA,83.0,SULAWESI,-1.105,123.573,6.0,2,0.8,1.0,54,2.0,0.0,3.0
1399,2000,6,18,4.0,1.0,7.9,10.0,0,AUSTRALIA,NA,60.0,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1,0.8,1.0,0,1.0,0.0,1.0
1400,2000,7,1,4.0,1.0,6.1,10.0,1,JAPAN,NA,85.0,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4,0.8,1.0,0,1.0,0.0,1.0
1401,2000,7,8,3.0,8.0,7.1,29.0,0,RUSSIA,NA,40.0,KERCH STRAIT,45.12,36.7,0.5,1,0.8,-1.0,0,1.0,0.0,1.0
1402,2000,7,15,4.0,1.0,6.1,10.0,0,JAPAN,NA,85.0,HONSHU: S COAST,34.319,139.26,0.07,1,0.8,1.0,0,1.0,0.0,1.0
1403,2000,7,30,4.0,1.0,6.5,10.0,0,JAPAN,NA,85.0,HONSHU: S COAST,33.901,139.376,0.14,1,0.8,1.0,0,1.0,0.0,1.0
1404,2000,11,16,4.0,1.0,8.0,17.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-4.001,152.327,3.0,9,0.8,1.0,0,1.0,0.0,2.0
1405,2000,11,21,4.0,8.0,7.1,29.0,1,GREENLAND,NA,72.0,"PAATUUT, GREENLAND",70.25,-52.75,50.0,4,0.8,1.0,0,1.0,0.0,1.0
1406,2001,1,13,3.0,1.0,7.7,60.0,0,EL SALVADOR,NA,88.0,EL SALVADOR,13.049,-88.66,0.25,1,0.8,1.0,0,1.0,0.0,1.0
1407,2001,6,23,4.0,1.0,8.4,33.0,4,PERU,NA,89.0,S. PERU,-16.265,-73.641,8.8,152,0.8,1.0,26,1.0,0.0,4.0
1408,2001,10,12,4.0,1.0,6.1,20.0,0,CANADA,BC,88.0,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4,0.8,1.0,0,1.0,0.0,1.0
1409,2001,12,18,4.0,1.0,6.8,14.0,0,TAIWAN,NA,84.0,TAIWAN,23.954,122.734,0.16,6,0.8,1.0,0,1.0,0.0,1.0
1410,2002,1,2,4.0,1.0,7.2,21.0,0,VANUATU,NA,82.0,VANUATU ISLANDS,-17.6,167.856,3.0,2,-4.64,-4.14,0,1.0,0.0,1.0
1411,2002,3,5,4.0,1.0,7.5,31.0,0,PHILIPPINES,NA,84.0,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3.0,3,0.8,1.0,0,1.0,0.0,1.0
1412,2002,3,24,3.0,0.0,7.1,29.0,0,GREECE,NA,50.0,DODECANESE ISLANDS,36.45,28.2,4.0,1,0.8,1.0,0,1.0,0.0,1.0
1413,2002,3,26,3.0,1.0,6.4,33.0,0,JAPAN,NA,85.0,JAPAN,23.346,124.09,0.05,3,0.8,1.0,0,1.0,0.0,1.0
1414,2002,3,31,4.0,1.0,7.1,33.0,0,TAIWAN,NA,84.0,TAIWAN,24.279,122.179,0.2,11,0.8,1.0,0,1.0,0.0,1.0
1415,2002,9,8,4.0,1.0,7.6,13.0,0,PAPUA NEW GUINEA,NA,82.0,BISMARCK SEA,-3.26,142.94,5.5,88,0.58,1.08,0,1.0,0.0,1.0
1416,2002,9,13,4.0,1.0,6.5,21.0,0,INDIA,NA,60.0,"ANDAMAN ISLANDS, INDIA",13.036,93.068,1.0,4,0.8,1.0,0,1.0,0.0,1.0
1417,2002,12,30,4.0,7.0,7.1,29.0,10,ITALY,NA,50.0,STROMBOLI ISLAND,38.789,15.213,10.9,41,0.8,5.0,0,1.0,0.0,2.0
1418,2003,1,20,4.0,1.0,7.3,33.0,0,SOLOMON ISLANDS,NA,82.0,SOLOMON ISLANDS,-10.491,160.77,2.0,2,0.8,1.0,0,1.0,0.0,1.0
1419,2003,1,22,4.0,1.0,7.5,24.0,1,MEXICO,NA,88.0,S. MEXICO,18.77,-104.104,0.61,6,0.8,0.5,0,1.0,0.0,1.0
1420,2003,5,21,4.0,1.0,6.8,12.0,1,ALGERIA,NA,50.0,N. ALGERIA,36.964,3.634,3.0,39,1.0,1.5,0,1.0,0.0,2.0
1421,2003,5,27,4.0,1.0,5.7,8.0,0,ALGERIA,NA,50.0,ALGIERS,36.939,3.578,0.08,2,0.8,1.0,0,1.0,0.0,1.0
1422,2003,7,12,4.0,6.0,7.1,29.0,3,MONTSERRAT,NA,74.0,SOUFRIERE HILLS VOLCANO,16.722,-62.18,4.0,5,0.8,1.0,0,1.0,0.0,1.0
1423,2003,8,4,4.0,1.0,7.6,10.0,0,ANTARCTICA,NA,71.0,SCOTIA SEA,-60.532,-43.411,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1424,2003,8,14,3.0,1.0,6.3,10.0,0,GREECE,NA,50.0,IONIAN SEA,39.16,20.605,0.5,1,0.8,1.0,0,1.0,0.0,1.0
1425,2003,8,21,4.0,3.0,7.2,28.0,0,NEW ZEALAND,NA,81.0,SOUTH ISLAND,-45.104,167.144,4.0,3,0.8,1.0,0,1.0,0.0,1.0
1426,2003,9,25,4.0,1.0,8.3,27.0,1,JAPAN,NA,85.0,HOKKAIDO ISLAND,41.815,143.91,4.4,268,0.8,1.0,2,1.0,0.0,1.0
1427,2003,10,31,4.0,1.0,7.0,10.0,0,JAPAN,NA,85.0,E. HONSHU ISLAND,37.812,142.619,0.32,4,0.8,1.0,0,1.0,0.0,1.0
1428,2003,11,17,4.0,1.0,7.8,33.0,0,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20,0.8,1.0,0,1.0,0.0,1.0
1429,2003,12,27,4.0,1.0,7.3,10.0,0,NEW CALEDONIA,NA,82.0,LOYALTY ISLANDS,-22.015,169.766,0.15,2,0.8,1.0,0,1.0,0.0,1.0
1430,2004,1,28,4.0,1.0,6.7,17.0,0,INDONESIA,NA,83.0,SERAM ISLAND,-3.12,127.4,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1431,2004,2,11,4.0,1.0,5.3,27.0,1,JORDAN,NA,50.0,DEAD SEA,31.675,35.551,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1432,2004,8,24,3.0,8.0,7.1,29.0,0,FRANCE,NA,50.0,MARSEILLES,43.3,5.37,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1433,2004,9,5,4.0,1.0,7.2,14.0,0,JAPAN,NA,85.0,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,12,0.8,1.0,0,1.0,0.0,1.0
1434,2004,9,5,4.0,1.0,7.4,10.0,0,JAPAN,NA,85.0,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,24,0.8,1.0,0,1.0,0.0,1.0
1435,2004,11,2,4.0,1.0,6.6,10.0,0,CANADA,BC,88.0,VANCOUVER ISLAND,49.277,-128.772,0.06,2,0.8,1.0,0,1.0,0.0,1.0
1436,2004,11,11,4.0,1.0,7.5,10.0,0,INDONESIA,NA,60.0,KEPULAUAN ALOR,-8.152,124.868,2.0,3,0.8,1.0,0,1.0,0.0,1.0
1437,2004,11,21,4.0,1.0,6.3,14.0,1,GUADELOUPE (FRENCH TERRITORY),NA,74.0,"BASSE-TERRE, LES SAINTES",15.679,-61.706,2.0,9,0.8,1.0,0,1.0,0.0,1.0
1438,2004,11,22,4.0,1.0,7.1,10.0,0,NEW ZEALAND,NA,81.0,PUYSEGUR TRENCH,-46.676,164.721,1.0,1,0.8,1.0,0,1.0,0.0,1.0
1439,2004,11,28,4.0,1.0,7.0,39.0,0,JAPAN,NA,85.0,HOKKAIDO ISLAND,43.006,145.119,0.12,2,0.8,1.0,0,1.0,0.0,1.0
1440,2004,12,23,4.0,1.0,8.1,10.0,0,AUSTRALIA,NA,81.0,MACQUARIE ISLAND,-49.312,161.345,0.3,4,0.8,1.0,0,1.0,0.0,1.0
1441,2004,12,26,4.0,1.0,9.1,30.0,146,INDONESIA,NA,60.0,OFF W. COAST OF SUMATRA,3.316,95.854,50.9,1739,0.8,1.0,227899,4.0,10000.0,4.0
1442,2005,1,19,4.0,1.0,6.6,28.0,0,JAPAN,NA,85.0,E. HONSHU ISLAND,34.064,141.491,0.39,11,0.8,1.0,0,1.0,0.0,1.0
1443,2005,2,14,3.0,1.0,5.8,12.0,0,GUADELOUPE (FRENCH TERRITORY),NA,74.0,DOMINICA PASSAGE,15.775,-61.744,1.0,2,0.8,1.0,0,1.0,0.0,1.0
1444,2005,3,28,4.0,1.0,8.6,30.0,1,INDONESIA,NA,60.0,INDONESIA,2.085,97.108,4.2,73,0.8,1.0,10,1.0,0.0,1.0
1445,2005,4,10,4.0,1.0,6.7,19.0,0,INDONESIA,NA,60.0,KEPULAUAN MENTAWAI,-1.644,99.607,0.4,1,0.8,1.0,0,1.0,0.0,1.0
1446,2005,6,15,4.0,1.0,7.2,10.0,0,USA,CA,88.0,N. CALIFORNIA,41.301,-125.97,0.1,5,0.8,1.0,0,1.0,0.0,1.0
1447,2005,8,16,4.0,1.0,7.2,36.0,0,JAPAN,NA,85.0,E. COAST HONSHU ISLAND,38.276,142.039,0.05,1,0.8,1.0,0,1.0,0.0,1.0
1448,2005,11,14,4.0,1.0,7.0,11.0,0,JAPAN,NA,85.0,E. COAST HONSHU ISLAND,38.107,144.896,0.42,1,0.8,1.0,0,1.0,0.0,1.0
1449,2005,12,9,4.0,9.0,7.1,29.0,0,CANADA,BC,88.0,BRITISH COLUMBIA,51.251599999999996,-129.26420000000002,0.08,14,0.8,1.0,0,1.0,0.0,1.0
1450,2006,1,1,3.0,1.0,5.6,10.0,0,JAPAN,NA,85.0,S. OF HONSHU ISLAND,31.394,140.131,1.0,0,0.8,1.0,0,1.0,0.0,1.0
1451,2006,3,14,4.0,1.0,6.7,30.0,0,INDONESIA,NA,83.0,SERAM ISLAND,-3.595,127.214,3.5,1,0.8,1.0,4,1.0,0.0,2.0
1452,2006,5,3,4.0,1.0,8.0,55.0,0,TONGA,NA,81.0,TONGA,-20.187,-174.123,0.27,55,0.8,1.0,0,1.0,0.0,1.0
